Month,Day ,Hour,AmbTemp (K),SolarAz(Deg),ZenithAng(Deg),GHZ,NIP,Airmass,,Production/W,Power
9,21,10,307.15,-49.4,45.05,700,846,1.407268577,,0.710819917,177.7049792
9,21,11,309.15,-29.86,37.17,832,860,1.252596633,,0.818627844,204.656961
9,21,12,310.15,-4.55,33.5,814,838,1.197817508,,0.80257393,200.6434825
9,21,13,311.15,21.92,35.4,762,801,1.224990812,,0.752727058,188.1817645
9,21,14,312.15,43.49,42.12,707,853,1.34308193,,0.701108488,175.277122
9,21,15,311.15,59.29,51.78,504,617,1.592035423,,0.507185011,126.7962527
9,21,16,311.15,71.19,62.97,364,745,2.058266526,,0.370475959,92.61898974
9,21,17,310.15,80.94,74.92,153,385,2.892222578,,0.134336012,33.58400288
9,21,18,308.15,89.69,87.19,18,140,4.299877235,,0.003826731,0.956682781
9,21,19,307.15,98.34,99.46,0,0,0,,0,0
9,21,20,306.15,107.71,111.46,0,0,0,,0,0
9,21,21,304.15,118.8,122.78,0,0,0,,0,0
9,21,22,303.15,133.01,132.78,0,0,0,,0,0
9,21,23,301.15,151.96,140.33,0,0,0,,0,0
9,21,24,302.15,175.83,143.8,0,0,0,,0,0
9,22,1,301.15,-159.34,142.03,0,0,0,,0,0
9,22,2,299.15,-138.59,135.65,0,0,0,,0,0
9,22,3,298.15,-122.96,126.32,0,0,0,,0,0
9,22,4,298.15,-110.99,115.35,0,0,0,,0,0
9,22,5,298.15,-101.16,103.54,0,0,0,,0,0
9,22,6,297.75,-92.35,91.34,13,126,4.940332192,,0,0
9,22,7,300.15,-83.68,79.06,161,595,3.294035627,,0.130585511,32.64637786
9,22,8,303.15,-74.34,66.99,378,787,2.292060388,,0.38709723,96.7743075
9,22,9,304.15,-63.27,55.53,580,873,1.722652142,,0.605246489,151.3116221
9,22,10,305.75,-48.95,45.31,739,918,1.413394531,,0.756498534,189.1246334
9,22,11,307.15,-29.46,37.49,841,940,1.25783694,,0.844281955,211.0704888
9,22,12,309.15,-4.34,33.89,865,880,1.203196692,,0.852375916,213.0939789
9,22,13,310.15,21.87,35.81,814,817,1.231182311,,0.801314111,200.3285278
9,22,14,311.15,43.27,42.5,566,514,1.350924733,,0.566357013,141.5892533
9,22,15,311.15,59.02,52.12,558,724,1.602973806,,0.561627847,140.4069617
9,22,16,310.15,70.91,63.29,387,794,2.075384174,,0.396800522,99.20013053
9,22,17,309.15,80.66,75.23,169,609,2.920015015,,0.155641083,38.91027085
9,22,18,307.15,89.42,87.49,15,142,4.343116203,,0.003144362,0.786090506
9,22,19,306.15,98.07,99.77,0,0,0,,0,0
9,22,20,305.15,107.43,111.78,0,0,0,,0,0
9,22,21,304.15,118.54,123.12,0,0,0,,0,0
9,22,22,303.15,132.79,133.15,0,0,0,,0,0
9,22,23,303.15,151.85,140.73,0,0,0,,0,0
9,22,24,300.15,175.95,144.2,0,0,0,,0,0
9,23,1,297.15,-159.01,142.38,0,0,0,,0,0
9,23,2,297.15,-138.17,135.93,0,0,0,,0,0
9,23,3,295.15,-122.54,126.54,0,0,0,,0,0
9,23,4,294.15,-110.59,115.54,0,0,0,,0,0
9,23,5,293.15,-100.77,103.7,0,0,0,,0,0
9,23,6,294.15,-91.97,91.49,12,106,4.965233035,,0,0
9,23,7,298.15,-83.3,79.21,161,623,3.309889477,,0.134526513,33.63162827
9,23,8,301.15,-73.94,67.16,378,807,2.302892076,,0.395170072,98.79251791
9,23,9,304.15,-62.84,55.73,538,742,1.730268549,,0.562706527,140.6766318
9,23,10,305.15,-48.5,45.56,718,780,1.419354498,,0.73372095,183.4302375
9,23,11,308.15,-29.06,37.82,668,637,1.263323786,,0.679131912,169.7829779
9,23,12,309.15,-4.13,34.28,872,956,1.208676841,,0.866144005,216.5360013
9,23,13,309.15,21.81,36.21,838,949,1.237339201,,0.837487775,209.3719437
9,23,14,310.15,43.05,42.88,739,928,1.358906454,,0.745444429,186.3611071
9,23,15,310.85,58.75,52.47,582,886,1.614413695,,0.596476865,149.1192164
9,23,16,311.15,70.63,63.61,382,805,2.092748533,,0.393050572,98.26264292
9,23,17,310.15,80.38,75.53,165,624,2.947251705,,0.153300832,38.32520793
9,23,18,308.15,89.14,87.79,15,112,4.386820712,,0.003013457,0.753364304
9,23,19,306.15,97.79,100.08,0,0,0,,0,0
9,23,20,305.15,107.16,112.1,0,0,0,,0,0
9,23,21,304.15,118.27,123.46,0,0,0,,0,0
9,23,22,304.15,132.56,133.52,0,0,0,,0,0
9,23,23,302.15,151.74,141.13,0,0,0,,0,0
9,23,24,301.15,176.06,144.6,0,0,0,,0,0
9,24,1,300.15,-158.67,142.73,0,0,0,,0,0
9,24,2,299.15,-137.75,136.21,0,0,0,,0,0
9,24,3,298.15,-122.11,126.76,0,0,0,,0,0
9,24,4,296.15,-110.18,115.72,0,0,0,,0,0
9,24,5,297.15,-100.39,103.87,0,0,0,,0,0
9,24,6,296.15,-91.59,91.64,13,68,4.99025934,,0,0
9,24,7,300.15,-82.92,79.37,140,287,3.326904551,,0.111592418,27.89810457
9,24,8,304.15,-73.54,67.34,333,462,2.314449277,,0.332907707,83.22692683
9,24,9,305.15,-62.41,55.94,315,95,1.738341073,,0.301488633,75.37215829
9,24,10,307.15,-48.06,45.82,329,168,1.425626125,,0.331393285,82.8483212
9,24,11,308.15,-28.66,38.15,543,170,1.268895872,,0.528607483,132.1518707
9,24,12,308.85,-3.93,34.67,639,192,1.214259576,,0.615482242,153.8705605
9,24,13,309.15,21.75,36.62,403,159,1.243771385,,0.399086137,99.77153414
9,24,14,309.35,42.84,43.26,175,87,1.367029487,,0.176926727,44.23168168
9,24,15,309.15,58.48,52.82,331,146,1.626038849,,0.323045615,80.76140374
9,24,16,308.15,70.36,63.94,261,92,2.110917317,,0.240426752,60.10668803
9,24,17,307.15,80.11,75.84,61,15,2.975751898,,0.04625592,11.56398005
9,24,18,305.15,88.87,88.09,9,4,4.430993676,,0.001751714,0.437928606
9,24,19,305.15,97.52,100.38,0,0,0,,0,0
9,24,20,303.15,106.88,112.42,0,0,0,,0,0
9,24,21,302.15,118,123.8,0,0,0,,0,0
9,24,22,302.25,132.32,133.89,0,0,0,,0,0
9,24,23,302.15,151.63,141.54,0,0,0,,0,0
9,24,24,302.15,176.18,145.01,0,0,0,,0,0
9,25,1,302.15,-158.32,143.09,0,0,0,,0,0
9,25,2,300.65,-137.32,136.5,0,0,0,,0,0
9,25,3,299.15,-121.68,126.99,0,0,0,,0,0
9,25,4,298.15,-109.78,115.91,0,0,0,,0,0
9,25,5,298.15,-100,104.03,0,0,0,,0,0
9,25,6,298.15,-91.21,91.8,10,8,5.017092698,,0,0
9,25,7,299.15,-82.53,79.53,115,47,3.344027777,,0.083022336,20.7555841
9,25,8,301.15,-73.14,67.51,293,377,2.325448408,,0.297856271,74.46406783
9,25,9,303.15,-61.99,56.15,392,116,1.746491437,,0.382600544,95.65013589
9,25,10,304.75,-47.62,46.08,490,306,1.431973326,,0.500416572,125.104143
9,25,11,306.15,-28.28,38.48,545,148,1.274554421,,0.528319324,132.079831
9,25,12,308.15,-3.73,35.06,642,392,1.219946556,,0.640906206,160.2265515
9,25,13,309.15,21.69,37.03,669,271,1.250328573,,0.648373276,162.093319
9,25,14,308.15,42.63,43.64,591,501,1.375296271,,0.601590514,150.3976284
9,25,15,309.15,58.21,53.17,441,314,1.637852207,,0.439181108,109.7952771
9,25,16,309.15,70.08,64.26,300,491,2.128792704,,0.310167312,77.541828
9,25,17,308.15,79.83,76.15,96,105,3.004617071,,0.080182876,20.0457189
9,25,18,307.15,88.6,88.4,11,36,4.477134276,,0.002006834,0.501708603
9,25,19,306.15,97.24,100.69,0,0,0,,0,0
9,25,20,306.15,106.61,112.73,0,0,0,,0,0
9,25,21,304.15,117.72,124.14,0,0,0,,0,0
9,25,22,304.15,132.09,134.27,0,0,0,,0,0
9,25,23,302.15,151.51,141.94,0,0,0,,0,0
9,25,24,302.15,176.3,145.41,0,0,0,,0,0
9,26,1,301.15,-157.98,143.44,0,0,0,,0,0
9,26,2,301.15,-136.88,136.78,0,0,0,,0,0
9,26,3,300.15,-121.25,127.21,0,0,0,,0,0
9,26,4,299.15,-109.37,116.09,0,0,0,,0,0
9,26,5,298.15,-99.61,104.19,0,0,0,,0,0
9,26,6,296.15,-90.83,91.95,9,36,5.042379265,,0,0
9,26,7,300.15,-82.15,79.68,143,463,3.360179466,,0.121436084,30.35902104
9,26,8,302.15,-72.74,67.69,315,465,2.337184082,,0.324746913,81.18672815
9,26,9,304.15,-61.57,56.36,543,754,1.75472036,,0.575601351,143.9003377
9,26,10,307.15,-47.19,46.35,606,591,1.438645606,,0.624135379,156.0338448
9,26,11,308.15,-27.9,38.81,781,790,1.280300677,,0.790256277,197.5640694
9,26,12,309.15,-3.54,35.46,630,414,1.225889419,,0.6334619,158.365475
9,26,13,310.15,21.64,37.43,793,732,1.256848396,,0.787192249,196.7980623
9,26,14,310.15,42.41,44.03,685,629,1.383932687,,0.684778737,171.1946842
9,26,15,311.15,57.94,53.52,441,406,1.649856748,,0.443716974,110.9292435
9,26,16,310.15,69.8,64.58,213,127,2.1469246,,0.203083017,50.77075414
9,26,17,309.15,79.55,76.46,111,102,3.033850807,,0.09157947,22.89486757
9,26,18,306.15,88.32,88.7,9,4,4.522268637,,0.001570605,0.392651271
9,26,19,306.15,96.97,100.99,0,0,0,,0,0
9,26,20,306.15,106.33,113.05,0,0,0,,0,0
9,26,21,304.15,117.45,124.48,0,0,0,,0,0
9,26,22,301.15,131.84,134.64,0,0,0,,0,0
9,26,23,301.15,151.39,142.34,0,0,0,,0,0
9,26,24,300.15,176.43,145.81,0,0,0,,0,0
9,27,1,299.15,-157.63,143.79,0,0,0,,0,0
9,27,2,295.15,-136.45,137.05,0,0,0,,0,0
9,27,3,294.15,-120.82,127.43,0,0,0,,0,0
9,27,4,294.15,-108.97,116.27,0,0,0,,0,0
9,27,5,295.15,-99.23,104.35,0,0,0,,0,0
9,27,6,297.15,-90.45,92.1,10,92,5.067792232,,0,0
9,27,7,300.65,-81.77,79.84,146,488,3.377513647,,0.125778983,31.44474579
9,27,8,304.15,-72.34,67.87,350,678,2.349012466,,0.367514028,91.87850688
9,27,9,305.25,-61.15,56.57,504,658,1.763028571,,0.533273199,133.3182997
9,27,10,306.15,-46.76,46.61,674,837,1.445149663,,0.708463613,177.1159033
9,27,11,308.15,-27.53,39.15,818,907,1.286314134,,0.831877812,207.969453
9,27,12,308.15,-3.35,35.85,775,870,1.231792794,,0.798569206,199.6423016
9,27,13,309.15,21.58,37.84,824,962,1.263659049,,0.8380041,209.501025
9,27,14,309.15,42.21,44.41,723,942,1.392498431,,0.748406612,187.1016531
9,27,15,304.15,57.68,53.86,566,900,1.661704236,,0.617259362,154.3148405
9,27,16,309.15,69.53,64.9,365,819,2.165316289,,0.392144597,98.03614934
9,27,17,308.15,79.28,76.76,149,632,3.062495817,,0.147297005,36.82425119
9,27,18,304.15,88.04,89,10,75,4.567880122,,0.001742645,0.435661145
9,27,19,302.15,96.69,101.29,0,0,0,,0,0
9,27,20,300.15,106.04,113.36,0,0,0,,0,0
9,27,21,299.15,117.17,124.82,0,0,0,,0,0
9,27,22,299.15,131.6,135,0,0,0,,0,0
9,27,23,298.15,151.27,142.74,0,0,0,,0,0
9,27,24,298.15,176.55,146.21,0,0,0,,0,0
9,28,1,296.15,-157.27,144.14,0,0,0,,0,0
9,28,2,295.15,-136.01,137.33,0,0,0,,0,0
9,28,3,295.15,-120.39,127.65,0,0,0,,0,0
9,28,4,292.15,-108.56,116.45,0,0,0,,0,0
9,28,5,294.15,-98.84,104.51,0,0,0,,0,0
9,28,6,295.15,-90.08,92.26,9,105,5.095039058,,0,0
9,28,7,296.15,-81.39,80.01,146,576,3.396051324,,0.133842828,33.46070709
9,28,8,300.15,-71.95,68.05,360,780,2.360934188,,0.393739061,98.43476529
9,28,9,303.15,-60.74,56.78,560,869,1.7714168,,0.60825549,152.0638726
9,28,10,305.15,-46.34,46.88,717,915,1.451986809,,0.757589796,189.397449
9,28,11,307.15,-27.16,39.48,816,937,1.292242383,,0.84050252,210.12563
9,28,12,309.15,-3.17,36.24,850,945,1.237805657,,0.86130708,215.32677
9,28,13,309.15,21.52,38.25,815,938,1.270601396,,0.831555084,207.888771
9,28,14,310.15,42,44.79,714,915,1.401215598,,0.737008514,184.2521286
9,28,15,310.15,57.42,54.21,556,870,1.674094569,,0.588071413,147.0178533
9,28,16,310.15,69.25,65.23,354,779,2.18455832,,0.379862941,94.96573528
9,28,17,308.15,79,77.07,140,569,3.092465269,,0.138926521,34.73163033
9,28,18,305.15,87.77,89.3,8,94,4.613971529,,0,0
9,28,19,303.15,96.41,101.6,0,0,0,,0,0
9,28,20,301.15,105.76,113.68,0,0,0,,0,0
9,28,21,298.15,116.89,125.15,0,0,0,,0,0
9,28,22,298.15,131.35,135.37,0,0,0,,0,0
9,28,23,298.15,151.14,143.14,0,0,0,,0,0
9,28,24,296.15,176.67,146.61,0,0,0,,0,0
9,29,1,295.15,-156.91,144.49,0,0,0,,0,0
9,29,2,295.15,-135.57,137.61,0,0,0,,0,0
9,29,3,292.15,-119.95,127.87,0,0,0,,0,0
9,29,4,293.15,-108.15,116.63,0,0,0,,0,0
9,29,5,292.15,-98.46,104.67,0,0,0,,0,0
9,29,6,290.15,-89.7,92.42,8,90,5.122430404,,0,0
9,29,7,295.15,-81.01,80.17,143,559,3.413612116,,0.133703589,33.42589734
9,29,8,299.15,-71.56,68.23,357,772,2.37294988,,0.395339559,98.83488976
9,29,9,303.15,-60.32,57,558,865,1.780291099,,0.609072685,152.2681712
9,29,10,306.15,-45.92,47.15,716,912,1.458909486,,0.754875628,188.718907
9,29,11,309.15,-26.81,39.82,815,935,1.298446114,,0.832165821,208.0414552
9,29,12,310.15,-3,36.63,848,942,1.243929821,,0.856831901,214.2079753
9,29,13,311.15,21.46,38.65,812,934,1.27750358,,0.821349877,205.3374693
9,29,14,312.15,41.79,45.17,710,910,1.41008682,,0.727093443,181.7733607
9,29,15,312.15,57.16,54.56,551,862,1.686685184,,0.578804249,144.7010624
9,29,16,311.15,68.98,65.55,298,547,2.203487933,,0.31472095,78.68023754
9,29,17,311.15,78.72,77.37,134,474,3.121828998,,0.129487598,32.37189956
9,29,18,308.15,87.49,89.59,4,18,4.658985352,,0,0
9,29,19,305.15,96.13,101.9,0,0,0,,0,0
9,29,20,303.15,105.47,113.99,0,0,0,,0,0
9,29,21,300.15,116.6,125.48,0,0,0,,0,0
9,29,22,299.15,131.1,135.74,0,0,0,,0,0
9,29,23,297.15,151.01,143.54,0,0,0,,0,0
9,29,24,297.15,176.79,147.01,0,0,0,,0,0
9,30,1,295.15,-156.55,144.84,0,0,0,,0,0
9,30,2,294.65,-135.12,137.88,0,0,0,,0,0
9,30,3,294.15,-119.52,128.08,0,0,0,,0,0
9,30,4,293.15,-107.75,116.82,0,0,0,,0,0
9,30,5,293.15,-98.07,104.84,0,0,0,,0,0
9,30,6,291.15,-89.32,92.57,8,99,5.148241364,,0,0
9,30,7,296.15,-80.63,80.33,142,578,3.431283537,,0.134920916,33.73022901
9,30,8,300.15,-71.17,68.41,356,785,2.385060178,,0.395998473,98.99961816
9,30,9,303.15,-59.92,57.22,556,874,1.789254883,,0.61090631,152.7265776
9,30,10,305.75,-45.51,47.42,712,920,1.465918753,,0.756819393,189.2048482
9,30,11,308.15,-26.46,40.16,811,942,1.304748561,,0.837330762,209.3326904
9,30,12,310.15,-2.83,37.03,843,949,1.250328573,,0.856213596,214.0533991
9,30,13,311.15,21.4,39.05,807,941,1.284535583,,0.820591022,205.1477555
9,30,14,312.15,41.59,45.54,705,918,1.41887517,,0.72623938,181.5598449
9,30,15,312.15,56.9,54.9,546,871,1.699110826,,0.577759236,144.439809
9,30,16,311.15,68.7,65.87,345,778,2.222687452,,0.373971867,93.49296678
9,30,17,310.15,78.45,77.68,131,559,3.152548095,,0.132078847,33.01971164
9,30,18,307.15,87.21,89.89,6,82,4.706028651,,0,0
9,30,19,305.15,95.85,102.19,0,0,0,,0,0
9,30,20,304.15,105.19,114.3,0,0,0,,0,0
9,30,21,305.15,116.31,125.82,0,0,0,,0,0
9,30,22,303.45,130.84,136.1,0,0,0,,0,0
9,30,23,301.65,150.87,143.93,0,0,0,,0,0
9,30,24,299.95,176.91,147.41,0,0,0,,0,0
10,1,1,298.25,-156.18,145.18,0,0,0,,0,0
10,1,2,296.55,-134.68,138.16,0,0,0,,0,0
10,1,3,294.75,-119.08,128.3,0,0,0,,0,0
10,1,4,293.05,-107.34,117,0,0,0,,0,0
10,1,5,292.45,-97.69,105,0,0,0,,0,0
10,1,6,292.45,-88.95,92.73,0,0,0,,0,0
10,1,7,295.25,-80.26,80.5,129,494,3.450181193,,0.124426223,31.10655582
10,1,8,298.05,-70.78,68.6,332,654,2.397946608,,0.371624464,92.90611611
10,1,9,299.75,-59.51,57.44,511,698,1.798309013,,0.569310179,142.3275447
10,1,10,301.35,-45.11,47.69,691,851,1.473015684,,0.754612473,188.6531181
10,1,11,302.45,-26.11,40.5,796,901,1.311151214,,0.852569168,213.1422919
10,1,12,303.55,-2.67,37.42,832,908,1.256683908,,0.880692305,220.1730763
10,1,13,304.75,21.34,39.46,801,879,1.291880501,,0.844689807,211.1724517
10,1,14,305.85,41.38,45.92,681,866,1.428058363,,0.731701459,182.9253647
10,1,15,305.85,56.64,55.25,541,794,1.712105525,,0.590370732,147.5926831
10,1,16,305.85,68.43,66.19,349,679,2.242160263,,0.383146145,95.78653621
10,1,17,305.85,78.17,77.98,161,324,3.182644038,,0.149066035,37.26650871
10,1,18,303.55,86.94,90.19,0,0,0,,0,0
10,1,19,303.05,95.56,102.49,0,0,0,,0,0
10,1,20,302.45,104.9,114.6,0,0,0,,0,0
10,1,21,300.85,116.02,126.14,0,0,0,,0,0
10,1,22,300.25,130.58,136.46,0,0,0,,0,0
10,1,23,298.05,150.73,144.33,0,0,0,,0,0
10,1,24,296.95,177.04,147.81,0,0,0,,0,0
10,2,1,297.45,-155.81,145.53,0,0,0,,0,0
10,2,2,295.85,-134.23,138.43,0,0,0,,0,0
10,2,3,293.55,-118.65,128.52,0,0,0,,0,0
10,2,4,292.45,-106.93,117.18,0,0,0,,0,0
10,2,5,292.45,-97.3,105.16,0,0,0,,0,0
10,2,6,292.45,-88.58,92.89,0,0,0,,0,0
10,2,7,295.85,-79.88,80.66,125,478,3.468082352,,0.122170223,30.5425557
10,2,8,298.05,-70.4,68.78,340,721,2.410253373,,0.38649954,96.62488491
10,2,9,300.25,-59.11,57.66,526,773,1.807454356,,0.590646902,147.6617254
10,2,10,302.45,-44.71,47.97,658,774,1.480469217,,0.717042577,179.2606444
10,2,11,304.75,-25.78,40.84,791,835,1.317655589,,0.833542832,208.385708
10,2,12,307.45,-2.51,37.81,753,673,1.263156271,,0.777745433,194.4363583
10,2,13,308.55,21.27,39.86,725,679,1.299182426,,0.748556072,187.1390179
10,2,14,308.05,41.18,46.3,655,768,1.437403731,,0.694069646,173.5174114
10,2,15,308.05,56.38,55.59,520,725,1.724929756,,0.561074737,140.2686842
10,2,16,308.55,68.16,66.5,351,701,2.261288382,,0.382791028,95.69775698
10,2,17,307.45,77.9,78.28,174,445,3.213105044,,0.164844305,41.21107613
10,2,18,305.85,86.66,90.48,0,0,0,,0,0
10,2,19,304.15,95.28,102.78,0,0,0,,0,0
10,2,20,303.55,104.61,114.91,0,0,0,,0,0
10,2,21,303.55,115.73,126.47,0,0,0,,0,0
10,2,22,302.45,130.31,136.82,0,0,0,,0,0
10,2,23,301.35,150.59,144.72,0,0,0,,0,0
10,2,24,299.15,177.16,148.21,0,0,0,,0,0
10,3,1,298.05,-155.44,145.87,0,0,0,,0,0
10,3,2,295.85,-133.78,138.7,0,0,0,,0,0
10,3,3,294.75,-118.21,128.73,0,0,0,,0,0
10,3,4,294.75,-106.53,117.36,0,0,0,,0,0
10,3,5,292.45,-96.92,105.32,0,0,0,,0,0
10,3,6,294.15,-88.21,93.05,0,0,0,,0,0
10,3,7,294.15,-79.51,80.83,121,462,3.487225222,,0.121156135,30.28903381
10,3,8,297.45,-70.01,68.97,339,693,2.423348611,,0.387263125,96.81578132
10,3,9,300.85,-58.72,57.88,505,674,1.816691787,,0.563167252,140.791813
10,3,10,304.15,-44.31,48.24,680,792,1.487748092,,0.73302682,183.256705
10,3,11,305.85,-25.45,41.18,756,770,1.324263231,,0.795957237,198.9893093
10,3,12,307.45,-2.35,38.2,796,806,1.26974764,,0.827436251,206.8590627
10,3,13,309.75,21.21,40.26,751,746,1.306621224,,0.772698253,193.1745633
10,3,14,310.25,40.98,46.67,669,842,1.446661691,,0.705822181,176.4555453
10,3,15,309.15,56.13,55.94,529,782,1.738341073,,0.572617457,143.1543643
10,3,16,308.55,67.89,66.82,354,745,2.281309228,,0.390836744,97.70918595
10,3,17,308.05,77.62,78.58,188,506,3.243934384,,0.17953403,44.88350738
10,3,18,305.85,86.38,90.77,0,0,0,,0,0
10,3,19,304.75,95,103.08,0,0,0,,0,0
10,3,20,303.05,104.31,115.21,0,0,0,,0,0
10,3,21,301.35,115.43,126.79,0,0,0,,0,0
10,3,22,299.75,130.04,137.18,0,0,0,,0,0
10,3,23,298.05,150.43,145.12,0,0,0,,0,0
10,3,24,296.35,177.28,148.61,0,0,0,,0,0
10,4,1,294.75,-155.07,146.21,0,0,0,,0,0
10,4,2,295.85,-133.32,138.97,0,0,0,,0,0
10,4,3,294.15,-117.77,128.94,0,0,0,,0,0
10,4,4,293.55,-106.12,117.54,0,0,0,,0,0
10,4,5,291.35,-96.54,105.49,0,0,0,,0,0
10,4,6,291.95,-87.84,93.21,0,0,0,,0,0
10,4,7,295.25,-79.14,81,119,474,3.506495285,,0.121109283,30.27732086
10,4,8,298.55,-69.63,69.16,339,748,2.436552188,,0.391989891,97.99747283
10,4,9,300.85,-58.33,58.11,535,848,1.826448518,,0.609128372,152.282093
10,4,10,304.15,-43.93,48.52,685,892,1.495392688,,0.749620539,187.4051346
10,4,11,305.25,-25.13,41.52,797,931,1.330975712,,0.850363075,212.5907689
10,4,12,307.45,-2.21,38.6,839,968,1.276633754,,0.879452415,219.8631038
10,4,13,308.55,21.15,40.66,745,710,1.314199331,,0.772147262,193.0368155
10,4,14,309.75,40.78,47.05,670,860,1.456335492,,0.712863816,178.2159541
10,4,15,309.75,55.87,56.28,523,770,1.751576223,,0.566690297,141.6725744
10,4,16,309.15,67.62,67.14,357,802,2.301613563,,0.398746593,99.68664818
10,4,17,308.05,77.35,78.88,170,441,3.275135328,,0.162931557,40.73288925
10,4,18,305.85,86.1,91.06,0,0,0,,0,0
10,4,19,304.75,94.71,103.37,0,0,0,,0,0
10,4,20,303.55,104.02,115.51,0,0,0,,0,0
10,4,21,301.95,115.13,127.12,0,0,0,,0,0
10,4,22,301.35,129.76,137.53,0,0,0,,0,0
10,4,23,297.45,150.28,145.51,0,0,0,,0,0
10,4,24,296.95,177.4,149,0,0,0,,0,0
10,5,1,294.75,-154.69,146.56,0,0,0,,0,0
10,5,2,294.15,-132.87,139.24,0,0,0,,0,0
10,5,3,294.15,-117.33,129.16,0,0,0,,0,0
10,5,4,294.15,-105.72,117.72,0,0,0,,0,0
10,5,5,292.45,-96.16,105.65,0,0,0,,0,0
10,5,6,291.95,-87.47,93.37,0,0,0,,0,0
10,5,7,295.85,-78.78,81.17,118,472,3.525893134,,0.121544105,30.38602637
10,5,8,298.55,-69.26,69.35,320,647,2.449864863,,0.368708551,92.17713782
10,5,9,301.35,-57.94,58.34,504,697,1.836307873,,0.567846357,141.9615893
10,5,10,303.55,-43.54,48.8,669,721,1.503136409,,0.724152518,181.0381296
10,5,11,306.95,-24.81,41.86,459,137,1.337794632,,0.454368726,113.5921814
10,5,12,305.85,-2.07,38.99,602,325,1.283472418,,0.623138116,155.7845289
10,5,13,309.15,21.08,41.06,733,716,1.321919233,,0.762460582,190.6151455
10,5,14,309.15,40.58,47.42,617,701,1.465918753,,0.658007804,164.501951
10,5,15,307.45,55.62,56.62,457,493,1.765018483,,0.491608635,122.9021588
10,5,16,307.45,67.35,67.45,341,571,2.32155701,,0.37135667,92.8391676
10,5,17,306.35,77.08,79.17,0,0,0,,0,0
10,5,18,304.75,85.83,91.35,0,0,0,,0,0
10,5,19,302.45,94.43,103.65,0,0,0,,0,0
10,5,20,299.75,103.72,115.81,0,0,0,,0,0
10,5,21,299.75,114.83,127.43,0,0,0,,0,0
10,5,22,300.85,129.48,137.88,0,0,0,,0,0
10,5,23,297.45,150.12,145.9,0,0,0,,0,0
10,5,24,298.55,177.52,149.4,0,0,0,,0,0
10,6,1,296.95,-154.3,146.9,0,0,0,,0,0
10,6,2,297.45,-132.41,139.5,0,0,0,,0,0
10,6,3,295.25,-116.9,129.37,0,0,0,,0,0
10,6,4,296.95,-105.31,117.9,0,0,0,,0,0
10,6,5,293.55,-95.78,105.81,0,0,0,,0,0
10,6,6,293.05,-87.11,93.53,0,0,0,,0,0
10,6,7,295.85,-78.41,81.34,114,461,3.545419359,,0.119581056,29.89526411
10,6,8,299.75,-68.89,69.54,328,719,2.463287396,,0.382168995,95.54224879
10,6,9,301.95,-57.55,58.56,504,708,1.84583553,,0.56951825,142.3795624
10,6,10,305.25,-43.17,49.08,619,679,1.510980525,,0.672524066,168.1310165
10,6,11,308.55,-24.51,42.2,744,770,1.344721619,,0.780705957,195.1764892
10,6,12,309.15,-1.93,39.37,748,704,1.290256186,,0.777527832,194.381958
10,6,13,309.75,21.01,41.45,766,874,1.329585083,,0.803993218,200.9983044
10,6,14,310.85,40.39,47.79,645,812,1.47566664,,0.687781293,171.9453233
10,6,15,310.85,55.37,56.96,510,759,1.778670959,,0.555414452,138.8536131
10,6,16,309.75,67.08,67.76,335,697,2.341772958,,0.373670988,93.41774693
10,6,17,308.55,76.8,79.47,0,0,0,,0,0
10,6,18,305.85,85.55,91.63,0,0,0,,0,0
10,6,19,304.15,94.14,103.94,0,0,0,,0,0
10,6,20,300.85,103.42,116.1,0,0,0,,0,0
10,6,21,300.85,114.52,127.75,0,0,0,,0,0
10,6,22,300.25,129.19,138.23,0,0,0,,0,0
10,6,23,301.35,149.95,146.28,0,0,0,,0,0
10,6,24,297.45,177.64,149.79,0,0,0,,0,0
10,7,1,298.55,-153.92,147.23,0,0,0,,0,0
10,7,2,294.75,-131.95,139.77,0,0,0,,0,0
10,7,3,293.55,-116.46,129.58,0,0,0,,0,0
10,7,4,291.95,-104.91,118.07,0,0,0,,0,0
10,7,5,292.45,-95.41,105.98,0,0,0,,0,0
10,7,6,293.05,-86.74,93.69,0,0,0,,0,0
10,7,7,294.75,-78.05,81.51,116,492,3.565074551,,0.125045562,31.26139059
10,7,8,299.75,-68.52,69.74,328,735,2.477535903,,0.386092098,96.52302444
10,7,9,303.05,-57.18,58.79,503,737,1.855898633,,0.570484489,142.6211223
10,7,10,305.85,-42.8,49.36,635,756,1.518926327,,0.69418385,173.5459626
10,7,11,307.45,-24.21,42.54,768,883,1.351758331,,0.819108936,204.777234
10,7,12,309.15,-1.8,39.76,809,920,1.297344207,,0.850042824,212.5107061
10,7,13,310.85,20.95,41.85,772,916,1.337592541,,0.809953987,202.4884968
10,7,14,310.25,40.19,48.16,652,861,1.485581951,,0.703252416,175.8131039
10,7,15,310.25,55.12,57.29,527,849,1.792125901,,0.582770099,145.6925248
10,7,16,310.25,66.81,68.07,347,790,2.362264612,,0.392968606,98.24215147
10,7,17,308.55,76.53,79.76,0,0,0,,0,0
10,7,18,306.35,85.27,91.91,0,0,0,,0,0
10,7,19,304.15,93.85,104.22,0,0,0,,0,0
10,7,20,301.35,103.12,116.39,0,0,0,,0,0
10,7,21,298.55,114.21,128.06,0,0,0,,0,0
